"Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Ridge_Predictions,NN_Predictions"
"1233,535105090,80,RL,101.0,9150,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,Gd,Y,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1.0,296.0,TA,TA,Y,64,110,0,0,0,0,,,,0,12,2008,WD ,Normal,165000,157131.76099570998,168785.25"
"1234,535126140,60,RL,90.0,14670,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,1104.0,GasA,Ex,Y,SBrkr,1104,884,0,1988,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1966.0,RFn,2.0,480.0,TA,TA,Y,0,230,0,0,0,0,,MnPrv,,0,8,2008,WD ,Normal,227000,211261.59557294025,217945.84"
"1235,535150210,20,RL,,7390,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,902.0,Unf,0.0,196.0,1098.0,GasA,TA,Y,SBrkr,1098,0,0,1098,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1.0,260.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,135000,132773.77985800404,134611.28"
"1236,535150280,20,RL,71.0,9204,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,25.0,Rec,872.0,247.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1.0,336.0,TA,TA,Y,0,88,0,0,0,0,,,,0,8,2008,COD,Normal,124000,123149.6742383145,116118.09"
"1237,535151160,20,RL,70.0,7763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,108.0,319.0,931.0,GasA,TA,Y,SBrkr,1283,0,0,1283,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1980.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD ,Normal,140000,145027.80915889805,125176.95"
"1238,535152200,20,RL,74.0,8856,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,52.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,292.0,TA,TA,Y,0,88,0,0,95,0,,,,0,5,2008,WD ,Normal,136500,134266.35025345293,131921.19"
"1239,535153140,20,RL,82.0,9840,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,1248.0,GasA,TA,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,2,1,Gd,7,Typ,0,,Attchd,1959.0,RFn,1.0,480.0,TA,TA,Y,150,0,0,0,256,0,,,,0,6,2008,WD ,Normal,185000,175438.0169370341,164495.72"
"1240,535153150,20,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,1261.0,GasA,Ex,Y,SBrkr,1261,0,0,1261,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2.0,433.0,TA,TA,Y,0,0,0,0,288,0,,,Shed,1400,11,2008,WD ,Normal,163000,166024.52465452315,142657.62"
"1241,535176100,20,RL,90.0,13200,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,0.0,437.0,1395.0,GasA,Ex,Y,SBrkr,1570,0,0,1570,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1958.0,RFn,2.0,441.0,TA,TA,Y,490,0,0,0,0,0,,,,0,5,2008,WD ,Normal,166800,170903.79375785065,152052.08"
"1242,535178060,20,RL,72.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,0,44,0,0,0,0,,,,0,5,2008,WD ,Normal,139000,138244.64684082582,126046.05"
"1243,535179060,20,RL,80.0,11900,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040.0,Unf,0.0,352.0,1392.0,GasA,TA,Y,FuseA,1392,0,0,1392,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2.0,458.0,TA,TA,Y,0,0,0,0,192,0,,,,0,6,2008,WD ,Normal,166000,168827.79049397496,156191.75"
"1244,535180100,20,RL,75.0,9464,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,510.0,1080.0,GasA,Gd,Y,SBrkr,1080,0,0,1080,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1958.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,130,0,,,,0,6,2008,WD ,Normal,136000,147772.49162536408,148851.66"
"1245,535180120,20,RL,75.0,10425,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104,0,0,1104,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,133000,129404.58561251414,125467.016"
"1246,535301080,20,RL,60.0,11556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,0.0,572.0,720.0,GasA,Ex,Y,FuseA,882,0,0,882,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,Attchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2008,WD ,Normal,116000,120997.05626759508,111733.88"
"1247,535302130,20,RL,102.0,9373,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,1152,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1971.0,Unf,2.0,636.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,137500,135509.44521761645,140243.0"
"1248,535302140,20,RL,,12774,Pave,,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2.0,400.0,TA,TA,Y,0,32,0,0,0,0,,GdWo,,0,7,2008,WD ,Normal,130000,120156.86518869764,123745.13"
"1249,535303030,20,RL,95.0,14250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,998.0,998.0,GasA,TA,Y,SBrkr,1790,0,0,1790,0.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Fin,2.0,540.0,TA,TA,Y,0,40,0,0,0,0,,,Shed,1500,9,2008,WD ,Normal,180000,169579.30996461998,163344.52"
"1250,535305030,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852.0,Unf,0.0,100.0,952.0,GasA,TA,Y,SBrkr,952,0,0,952,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1988.0,Unf,2.0,840.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,COD,Abnorml,139000,118197.05601064219,124465.93"
"1251,535305160,20,RL,57.0,7677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,203.0,773.0,GasA,Gd,Y,SBrkr,773,0,0,773,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1953.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Abnorml,110000,94348.7731249572,105486.54"
"1252,535327230,20,RL,71.0,8838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764,0,0,1764,0.0,0.0,2,1,4,1,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,1.0,301.0,TA,TA,Y,0,72,0,0,0,0,,,,0,10,2008,WD ,Normal,100000,104512.88472961409,82595.22"
"1253,535352080,50,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,390.0,832.0,GasA,TA,Y,SBrkr,832,384,0,1216,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1947.0,Unf,1.0,336.0,TA,TA,Y,158,0,102,0,0,0,,,,0,10,2008,COD,Abnorml,118500,110277.36117468504,113249.53"
"1254,535354200,90,RL,76.0,12436,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,0,1824,0.0,0.0,2,0,5,2,TA,9,Typ,0,,Detchd,1958.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2008,WD ,Normal,146000,145926.62940268515,154815.97"
"1255,535375140,20,RL,60.0,10122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,869,0,0,869,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1948.0,Unf,1.0,390.0,Fa,TA,N,0,0,66,0,0,0,,GdPrv,,0,8,2008,WD ,Normal,89900,88976.58782249408,90866.71"
"1256,535375160,50,RL,45.0,7506,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1932.0,Unf,1.0,288.0,Fa,TA,N,84,0,96,0,0,0,,,,0,5,2008,WD ,Normal,114000,115592.4537863338,113808.53"
"1257,535380050,50,RL,60.0,10930,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,580.0,Unf,0.0,333.0,913.0,GasA,TA,Y,FuseA,1048,510,0,1558,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1962.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,140000,138711.2199156553,129538.23"
"1258,535380110,30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1997.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,,,,0,7,2008,WD ,Normal,86900,90153.17460072205,103470.59"
"1259,535380140,50,RL,60.0,10836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,892.0,892.0,GasA,Ex,Y,SBrkr,1254,182,0,1436,0.0,1.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1968.0,Unf,4.0,1488.0,Fa,TA,N,0,0,100,0,0,0,,GdWo,,0,6,2008,WD ,Normal,139000,129625.0088134122,123497.67"
"1260,535383100,190,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,FuseA,694,600,0,1294,0.0,0.0,2,0,3,2,TA,7,Typ,0,,,,,0.0,0.0,,,N,220,114,210,0,0,0,,,,0,8,2008,WD ,Normal,106250,95520.39429404179,98184.86"
"1261,535402120,60,RL,70.0,9247,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,0.0,539.0,858.0,GasA,Ex,Y,SBrkr,858,858,0,1716,0.0,0.0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2.0,490.0,TA,TA,Y,0,84,0,0,120,0,,,,0,3,2008,WD ,Normal,171000,169759.1417004001,165385.25"
"1262,535403010,20,RL,78.0,10180,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,0.0,168.0,912.0,GasA,TA,Y,SBrkr,1044,0,0,1044,0.0,1.0,1,1,3,1,TA,5,Typ,1,Fa,Attchd,1990.0,Fin,2.0,372.0,TA,TA,Y,200,48,0,0,0,0,,GdWo,Shed,450,6,2008,WD ,Normal,139000,127773.86635436729,133841.95"
"1263,535425060,20,RL,76.0,11355,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,GasA,Ex,Y,SBrkr,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,,MnPrv,Othr,6500,4,2008,WD ,Normal,186000,173100.10825629378,172713.77"
"1264,535426260,20,RL,,10920,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733.0,Unf,0.0,520.0,1253.0,GasA,TA,Y,SBrkr,1253,0,0,1253,1.0,0.0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,1.0,352.0,TA,TA,Y,0,213,176,0,0,0,,GdWo,,0,5,2008,WD ,Normal,157000,147777.87537695406,147910.06"
"1265,535426350,20,RL,,12929,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,1081.0,GasA,TA,Y,SBrkr,1081,0,0,1081,1.0,0.0,1,0,3,1,TA,5,Typ,0,,CarPort,1960.0,Unf,1.0,401.0,TA,TA,Y,36,82,0,0,0,0,,,,0,6,2008,WD ,Normal,148000,145558.78371149625,132941.28"
"1266,535427070,20,RL,313.0,27650,Pave,,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425.0,Unf,0.0,160.0,585.0,GasA,Ex,Y,SBrkr,2069,0,0,2069,1.0,0.0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2.0,505.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Normal,242000,263822.79807914735,246901.55"
"1267,535451010,20,RL,74.0,8892,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0.0,Unf,0.0,105.0,105.0,GasA,Gd,Y,SBrkr,910,0,0,910,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,Attchd,1953.0,Unf,2.0,414.0,TA,TA,Y,196,0,150,0,0,0,,GdWo,,0,10,2008,WD ,Normal,116000,128577.45837324068,117989.8"
"1268,535451050,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,0.0,444.0,876.0,GasA,TA,Y,SBrkr,876,0,0,876,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD ,Abnorml,94000,108226.40415249926,100347.664"
"1269,535451230,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0.0,0.0,1,0,3,1,TA,7,Min1,0,,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2008,WD ,Normal,98300,101815.010289618,88039.766"
"1270,535452120,80,RL,70.0,7910,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0.0,409.0,1075.0,GasA,Gd,Y,SBrkr,1507,0,0,1507,0.0,0.0,2,0,4,1,TA,7,Maj1,0,,Basment,1960.0,Unf,1.0,404.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,8,2008,WD ,Normal,127000,141179.34437310224,131861.69"
"1271,535453020,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,488.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1256,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1.0,311.0,TA,TA,Y,0,240,0,0,0,0,,,,0,5,2008,WD ,Normal,159000,162356.03606427758,154232.11"
"1272,535453040,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1.0,299.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Normal,125900,133621.9574347385,134411.55"
"1273,535453210,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374.0,LwQ,532.0,363.0,1269.0,GasA,TA,Y,FuseA,1269,0,0,1269,0.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,155000,156059.65206537032,149225.62"
"1274,535454150,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819,501,0,1320,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,108,0,0,0,0,0,,GdWo,,0,9,2008,WD ,Normal,138000,136124.3953530046,141038.64"
"1275,535455060,45,RL,64.0,6390,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1954.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,6,2008,WD ,Normal,112500,119737.92597555615,114551.93"
"1276,535455080,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,105500,116766.53807612519,111419.125"
"1277,535455090,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,MnWw,,0,4,2008,WD ,Normal,127500,128321.1623015041,124514.25"
"1278,535456050,90,RL,113.0,8513,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,TA,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,TA,10,Typ,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,,,0,11,2008,WD ,Abnorml,130000,120802.16031631544,147290.02"
